9706	10	0
5724	10	6
13136	10	2
5086	10	7
2136	10	8
1688	10	0
6942	10	1
19503	10	0
17044	10	1
18408	10	0
19140	10	13
4837	10	0
16373	10	1
20937	10	0
15367	10	1
20343	10	1
13830	10	0
21849	10	0
3374	10	17
16086	10	1
5989	10	11
14088	10	10
1290	10	8
6355	10	0
3591	10	3
5751	10	1
6681	10	1
7660	10	15
15597	10	0
1270	10	10
5583	10	3
11205	10	3
768	10	1
21336	10	12
16455	10	3
6072	10	15
15931	10	1
2577	10	17
2637	10	23
13226	10	1
7335	10	20
4095	10	18
4223	10	24
5849	10	12
7384	10	8
12659	10	1
12851	10	18
20371	10	1
5134	10	18
4384	10	9
4028	10	17
1096	10	0
1079	10	10
19453	10	3
3189	10	26
6848	10	1
6867	10	1
92	10	1
18450	10	0
2387	10	9
3553	10	9
2728	10	9
19729	10	1
11094	10	1
4434	10	1
1256	10	1
7686	10	1
18889	10	1
9218	10	10
8190	10	1
15102	10	17
2421	10	0
18716	10	15
4611	10	29
6457	10	9
18609	10	30
16161	10	1
12081	10	9
2199	10	9
14526	10	15
19845	10	3
10575	10	1
9203	10	8
14276	10	28
21295	10	14
18607	10	2
12908	10	0
3778	10	0
987	10	1
17704	10	1
18433	10	10
15414	10	3
8030	10	1
1938	10	1
6750	10	8
8452	10	17
6115	10	17
13380	10	9
22089	10	1
4112	10	1
5182	10	17
1674	10	1
5945	10	1
8150	10	28
18187	10	8
464	10	37
16194	10	19
132	10	8
2262	10	0
14100	10	1
4856	10	17
17988	10	0
15774	10	1
7829	10	0
20581	10	1
17467	10	3
17128	10	5
9123	10	1
9738	10	10
1986	10	9
13146	10	3
7553	10	1
2948	10	10
12933	10	17
10773	10	10
6653	10	1
11105	10	1
2009	10	18
18660	10	28
9707	10	17
19831	10	15
12363	10	10
24	10	1
15218	10	1
19296	10	1
12355	10	28
4355	10	9
18434	10	25
15398	10	40
4073	10	0
20036	10	6
15895	10	3
20380	10	0
280	10	1
15194	10	1
6300	10	1
11773	10	18
7093	10	17
22546	10	1
1929	10	1
15681	10	18
7354	10	1
16903	10	16
4168	10	17
13966	10	5
22834	10	1
3726	10	1
3822	10	18
11418	10	35
10398	10	15
14737	10	0
6262	10	1
8408	10	0
13087	10	10
17779	10	10
8919	10	17
8382	10	18
11301	10	17
6511	10	1
2716	10	0
10018	10	18
2830	10	1
11806	10	1
17607	10	1
14461	10	15
1142	10	1
19748	10	11
20844	10	8
19662	10	0
5297	10	1
15127	10	1
17527	10	0
12588	10	3
12245	10	10
5641	10	12
20584	10	3
13336	10	1
2781	10	6
5772	10	41
8112	10	1
15902	10	17
4795	10	15
10592	10	1
19507	10	18
5968	10	17
3594	10	18
14517	10	16
7531	10	0
7607	10	3
7053	10	3
6894	10	1
758	10	1
11196	10	27
22611	10	3
16386	10	18
11558	10	8
18534	10	1
3525	10	9
2945	10	0
22075	10	17
4614	10	15
22587	10	17
1867	10	15
8352	10	18
17540	10	3
16742	10	1
10625	10	0
4009	10	8
11238	10	17
6585	10	1
7244	10	1
20950	10	1
4117	10	43
17597	10	0
11052	10	1
3209	10	29
8990	10	16
8649	10	44
13620	10	0
13390	10	9
8229	10	18
5331	10	3
12405	10	3
5200	10	45
14630	10	41
10231	10	18
6174	10	0
8036	10	1
6929	10	32
15614	10	8
7005	10	1
8551	10	25
2352	10	28
20606	10	3
1128	10	0
9522	10	7
20399	10	14
2797	10	1
16192	10	15
13566	10	33
10808	10	0
665	10	48
10060	10	12
2624	10	9
3417	10	18
7435	10	18
21753	10	1
17451	10	0
11576	10	1
807	10	1
16164	10	1
21933	10	5
2099	10	11
5085	10	15
2361	10	6
10536	10	28
11081	10	7
10263	10	3
18421	10	21
10100	10	0
2938	10	49
17771	10	1
13780	10	1
13141	10	28
12624	10	0
2385	10	9
8785	10	17
20496	10	1
7876	10	15
163	10	15
325	10	50
7226	10	1
1059	10	1
5193	10	6
2754	10	10
5210	10	0
17447	10	17
1036	10	10
1655	10	3
19772	10	1
19636	10	21
20096	10	1
16080	10	1
13052	10	17
9802	10	51
22142	10	28
13824	10	0
21599	10	1
4037	10	18
14880	10	5
12769	10	5
9730	10	17
19687	10	1
12210	10	1
3478	10	12
17976	10	1
8978	10	1
16765	10	1
14814	10	28
3826	10	0
9887	10	17
14624	10	1
3623	10	14
19224	10	35
9838	10	15
4004	10	9
6762	10	1
4398	10	0
19528	10	15
10434	10	1
2372	10	8
6621	10	6
7648	10	8
3171	10	6
14836	10	17
11125	10	6
18432	10	3
10426	10	6
18807	10	29
19095	10	7
10140	10	0
10612	10	1
2883	10	6
9656	10	1
15312	10	1
8330	10	0
4831	10	10
14645	10	0
3472	10	18
13726	10	1
12154	10	9
17382	10	1
1581	10	1
7824	10	8
3142	10	0
10559	10	1
12291	10	1
2946	10	17
5047	10	1
15850	10	1
11885	10	2
19601	10	11
12880	10	16
2992	10	15
14967	10	0
9749	10	0
5201	10	10
9229	10	52
16773	10	1
3494	10	55
8774	10	12
18753	10	9
3054	10	17
3070	10	9
18348	10	18
609	10	1
3620	10	3
14646	10	14
19075	10	3
17925	10	0
4084	10	0
17289	10	1
6557	10	1
17497	10	17
4475	10	1
19894	10	3
15308	10	18
11652	10	18
1105	10	1
7490	10	1
3973	10	3
13434	10	13
3544	10	0
17440	10	15
8371	10	3
10196	10	0
3998	10	56
7	10	1
18073	10	18
349	10	1
16008	10	14
11006	10	1
8084	10	5
8097	10	12
6938	10	2
2732	10	28
5370	10	3
19826	10	18
16437	10	28
1335	10	1
5684	10	3
17914	10	58
1569	10	59
16853	10	1
15128	10	0
9550	10	3
20295	10	1
14716	10	0
11779	10	21
5703	10	19
7673	10	1
2747	10	27
3230	10	28
7279	10	31
14676	10	0
2714	10	3
16846	10	9
7312	10	5
4607	10	3
14564	10	10
6146	10	3
8817	10	21
20125	10	0
4641	10	46
1020	10	1
12481	10	1
8710	10	3
10014	10	10
127	10	35
18222	10	1
1578	10	1
8583	10	0
2937	10	12
16168	10	1
4113	10	1
9623	10	1
3829	10	0
18109	10	0
5499	10	10
9948	10	5
18302	10	28
8542	10	17
10463	10	4
14465	10	62
2573	10	28
10275	10	21
13258	10	13
21172	10	1
3303	10	2
15644	10	21
11401	10	0
16821	10	1
2633	10	9
13768	10	1
1255	10	1
4632	10	0
12307	10	17
4843	10	9
7011	10	1
9974	10	1
11776	10	29
12757	10	1
7629	10	1
14972	10	3
5959	10	1
6471	10	18
20183	10	18
9177	10	0
20079	10	1
14059	10	1
3318	10	18
12155	10	3
16659	10	5
13477	10	5
18125	10	1
11530	10	1
460	10	1
7978	10	1
889	10	1
15224	10	1
18662	10	29
12092	10	18
7746	10	1
19057	10	18
9979	10	0
19940	10	29
20481	10	1
235	10	1
3126	10	1
8064	10	29
5341	10	8
3919	10	17
917	10	1
2864	10	0
13488	10	0
16426	10	0
14193	10	1
7974	10	1
6449	10	1
15785	10	18
517	10	32
15359	10	10
14499	10	15
15299	10	32
9795	10	1
14130	10	1
14274	10	1
5355	10	32
18551	10	1
4202	10	0
11707	10	1
23298	10	12
13718	10	1
20514	10	29
3500	10	0
8091	10	1
15855	10	17
10867	10	0
19597	10	1
11658	10	18
15852	10	0
18514	10	1
18624	10	3
5753	10	0
8078	10	1
8645	10	0
10290	10	18
288	10	1
4721	10	17
8305	10	18
22308	10	0
9385	10	10
14685	10	0
260	10	14
19968	10	29
15529	10	29
7947	10	1
16125	10	1
9731	10	0
17530	10	17
9744	10	0
22395	10	1
7340	10	17
3258	10	29
12253	10	3
14637	10	8
12079	10	3
176	10	1
5813	10	1
12180	10	1
4147	10	17
1110	10	1
837	10	65
20900	10	3
11326	10	0
1025	10	1
8729	10	1
17290	10	1
10813	10	29
10489	10	29
12922	10	18
20161	10	1
1971	10	11
3497	10	28
7726	10	6
5687	10	1
7889	10	1
13503	10	1
8778	10	0
14398	10	0
11231	10	0
14805	10	1
8854	10	15
21187	10	1
15335	10	10
2718	10	9
7754	10	1
974	10	0
4934	10	17
1294	10	8
13046	10	0
20024	10	1
12323	10	70
4350	10	18
11358	10	0
2187	10	18
15118	10	1
3643	10	1
6397	10	1
5117	10	0
2743	10	18
1311	10	5
18706	10	6
14997	10	0
17623	10	3
3898	10	9
982	10	1
4620	10	28
17504	10	1
15563	10	1
11840	10	18
13592	10	12
1273	10	3
6322	10	10
9563	10	18
4017	10	1
15938	10	1
4007	10	0
15575	10	17
10354	10	1
5018	10	10
10924	10	1
16912	10	6
13102	10	28
5264	10	37
7236	10	7
19977	10	17
13923	10	6
23043	10	3
15124	10	3
2205	10	52
6094	10	34
13716	10	28
2620	10	0
12549	10	3
15722	10	0
11071	10	1
19176	10	0
4623	10	1
27	10	0
15686	10	29
13970	10	0
22183	10	10
4638	10	67
18240	10	1
4926	10	1
4785	10	1
23184	10	28
14399	10	1
8422	10	73
4042	10	5
6872	10	10
6974	10	1
4776	10	1
15613	10	7
312	10	35
20506	10	7
23490	10	1
6610	10	50
16237	10	12
13736	10	3
776	10	25
4438	10	12
21344	10	13
19841	10	0
6237	10	3
7443	10	1
3748	10	3
12107	10	0
15889	10	10
7529	10	1
15581	10	0
11766	10	18
8799	10	10
4357	10	29
8049	10	1
10958	10	8
2329	10	0
9137	10	1
5014	10	28
19179	10	3
15533	10	1
17969	10	0
19711	10	7
4333	10	18
13618	10	7
2818	10	61
7692	10	1
5176	10	29
12228	10	1
6558	10	16
6255	10	0
16845	10	55
7951	10	5
1394	10	1
13173	10	17
20921	10	1
15000	10	1
12134	10	1
2571	10	3
12028	10	0
17816	10	12
21272	10	29
12113	10	3
1505	10	2
4553	10	1
1967	10	12
10072	10	1
15428	10	1
22571	10	12
19594	10	10
664	10	8
214	10	1
17131	10	76
976	10	1
6909	10	1
10587	10	1
9402	10	68
18266	10	10
11300	10	26
8333	10	28
8520	10	21
13533	10	18
3256	10	3
2649	10	19
19460	10	18
4370	10	18
11759	10	18
19003	10	1
6590	10	29
20296	10	3
20368	10	1
9481	10	16
5623	10	1
17189	10	17
16894	10	0
5003	10	1
11480	10	14
13272	10	1
14141	10	10
12507	10	12
2047	10	18
15561	10	28
6753	10	21
4844	10	1
5562	10	32
20787	10	16
513	10	1
5217	10	1
12033	10	32
20698	10	1
9267	10	18
16633	10	0
9343	10	9
18853	10	17
320	10	1
2074	10	17
7041	10	29
13689	10	28
6987	10	1
7747	10	1
15192	10	1
4600	10	18
432	10	5
17129	10	7
15316	10	0
2984	10	0
6046	10	10
2768	10	1
3134	10	17
13145	10	78
1371	10	1
10655	10	0
3696	10	13
18007	10	0
7132	10	1
20501	10	3
12575	10	0
17671	10	0
342	10	1
19653	10	3
17761	10	1
4612	10	1
12790	10	1
6697	10	56
14547	10	14
9121	10	1
3626	10	0
13248	10	1
1067	10	1
2240	10	3
22032	10	1
17062	10	6
19655	10	37
20358	10	0
20088	10	21
2180	10	47
9694	10	5
12723	10	3
692	10	5
11983	10	18
687	10	1
1529	10	0
10360	10	18
10909	10	1
17158	10	18
16604	10	4
3887	10	17
10424	10	1
7551	10	9
9152	10	11
6990	10	5
18221	10	0
11574	10	0
5485	10	1
19455	10	0
1008	10	0
18285	10	12
2520	10	9
15070	10	1
1587	10	28
5191	10	16
7543	10	21
18948	10	13
15832	10	40
6351	10	47
13300	10	1
10819	10	8
10605	10	1
3786	10	10
15674	10	1
984	10	10
9029	10	18
6911	10	1
8411	10	17
18039	10	16
10446	10	0
2859	10	21
22269	10	13
2350	10	17
20992	10	18
13135	10	8
7609	10	1
7651	10	50
11549	10	10
3159	10	18
7858	10	32
2034	10	15
1420	10	1
7571	10	5
12906	10	3
20040	10	3
8441	10	7
16671	10	5
22046	10	31
21768	10	17
20362	10	11
2084	10	17
14122	10	1
16209	10	18
8412	10	80
21184	10	37
2344	10	1
10925	10	5
13097	10	29
5175	10	1
10080	10	24
22976	10	1
9279	10	28
8588	10	0
1362	10	1
16918	10	1
3783	10	50
9589	10	18
3848	10	3
1726	10	3
2041	10	1
10608	10	28
20671	10	1
9236	10	8
9377	10	0
5622	10	15
6187	10	3
18490	10	55
13456	10	81
14152	10	5
467	10	31
1739	10	17
10695	10	16
19485	10	1
7363	10	15
7199	10	18
256	10	1
12358	10	3
20466	10	1
4915	10	1
873	10	8
6695	10	17
12977	10	15
5924	10	1
8437	10	11
563	10	15
4566	10	3
16019	10	9
19430	10	3
16251	10	1
17972	10	28
4264	10	8
7377	10	1
7618	10	18
8141	10	1
13257	10	17
18732	10	34
2821	10	18
7152	10	29
1011	10	12
16093	10	1
10120	10	0
5179	10	1
11561	10	5
5513	10	0
1930	10	3
9192	10	0
4025	10	17
7451	10	0
18721	10	27
13518	10	17
9971	10	29
20683	10	0
12402	10	1
2965	10	1
19643	10	33
19863	10	1
9318	10	3
15172	10	5
718	10	84
7202	10	18
4696	10	3
3772	10	18
9823	10	18
13987	10	6
9862	10	1
20573	10	28
9449	10	3
3996	10	58
19551	10	10
15252	10	1
4909	10	10
14328	10	3
11350	10	12
8362	10	87
1956	10	18
230	10	29
22767	10	50
22900	10	1
5551	10	1
51	10	0
3353	10	2
12683	10	9
16863	10	0
9635	10	0
3084	10	0
9605	10	31
11177	10	0
2434	10	0
20142	10	28
9087	10	21
18497	10	0
13937	10	1
10885	10	1
17781	10	70
14160	10	80
8784	10	0
10413	10	1
7262	10	23
4266	10	1
4396	10	15
3795	10	9
19482	10	1
6651	10	18
13580	10	0
14816	10	23
2490	10	15
6106	10	1
3344	10	29
12805	10	5
22843	10	3
17305	10	1
9994	10	17
20635	10	32
12074	10	1
9358	10	7
2539	10	28
7552	10	28
4559	10	1
8384	10	11
9828	10	1
16789	10	9
2407	10	28
10596	10	0
5964	10	10
12325	10	0
2612	10	3
16340	10	27
17982	10	6
4142	10	90
10472	10	28
4729	10	1
629	10	8
19434	10	16
381	10	15
4303	10	47
18176	10	8
9008	10	17
16689	10	5
21814	10	29
5974	10	6
7272	10	1
537	10	18
2704	10	28
11595	10	3
17639	10	5
10652	10	1
101	10	15
8777	10	0
3803	10	1
16022	10	0
21579	10	17
16530	10	13
18924	10	1
3656	10	3
21428	10	29
3128	10	9
1307	10	0
115	10	1
22073	10	19
7804	10	10
16803	10	3
579	10	10
8065	10	1
9079	10	2
11489	10	3
2163	10	28
1725	10	17
14051	10	15
16267	10	0
1437	10	23
411	10	1
13513	10	1
12048	10	21
9547	10	1
6737	10	1
8976	10	3
12231	10	1
7987	10	1
9640	10	1
12302	10	18
9958	10	13
6892	10	0
18027	10	3
12182	10	0
9984	10	16
5896	10	1
15702	10	10
7565	10	12
13235	10	0
1700	10	1
11519	10	26
9222	10	17
10782	10	1
6966	10	17
1195	10	1
13644	10	28
22256	10	58
4786	10	23
4825	10	18
10861	10	1
3517	10	0
5559	10	0
13534	10	93
7187	10	1
8596	10	57
8343	10	3
22241	10	5
13348	10	47
14641	10	21
11943	10	29
18894	10	29
4321	10	23
9276	10	9
20726	10	17
13848	10	12
3444	10	15
7667	10	32
21901	10	14
10147	10	1
11254	10	55
5511	10	0
11315	10	9
6548	10	15
1721	10	1
14272	10	15
10415	10	21
1686	10	1
10992	10	32
15801	10	18
6529	10	1
8093	10	18
14914	10	15
2968	10	41
17434	10	0
11140	10	1
8848	10	15
4246	10	9
17293	10	7
17152	10	1
11722	10	1
13621	10	1
5558	10	23
1378	10	58
17747	10	17
1258	10	47
10567	10	1
3697	10	29
11444	10	14
12818	10	12
10744	10	1
9889	10	3
16814	10	0
19445	10	18
14604	10	1
18043	10	9
4832	10	1
6637	10	1
7915	10	1
15382	10	3
14104	10	1
19501	10	3
916	10	1
485	10	1
4602	10	35
19060	10	13
10386	10	56
13134	10	28
17619	10	1
2501	10	0
4429	10	3
13888	10	57
9482	10	18
5342	10	1
11875	10	28
1120	10	1
15131	10	1
7385	10	1
9877	10	1
4233	10	9
7545	10	1
21692	10	29
21393	10	18
21338	10	0
2682	10	0
17339	10	12
1568	10	13
14	10	5
173	10	1
13191	10	0
9708	10	18
1928	10	5
6308	10	1
249	10	5
12877	10	1
16593	10	1
6447	10	17
12368	10	17
5001	10	5
1134	10	10
17458	10	17
10879	10	28
4659	10	15
2784	10	6
5087	10	18
10203	10	5
15195	10	0
6634	10	12
20724	10	0
11812	10	29
6396	10	34
19339	10	80
20170	10	10
15742	10	9
10328	10	1
5683	10	1
8327	10	17
3503	10	11
15720	10	19
20166	10	5
21094	10	1
19026	10	5
22133	10	1
18996	10	1
20255	10	3
5701	10	3
12949	10	17
21406	10	5
13802	10	9
13747	10	17
11206	10	0
10154	10	18
20104	10	0
1813	10	2
12537	10	1
2035	10	3
352	10	1
6302	10	1
10091	10	9
13202	10	14
8496	10	17
8391	10	18
3000	10	9
168	10	0
17959	10	17
5108	10	72
1848	10	3
11529	10	21
6091	10	18
5168	10	3
4580	10	1
21275	10	3
10448	10	17
16056	10	1
4079	10	23
1740	10	18
16494	10	3
8158	10	12
3736	10	0
1910	10	71
7572	10	0
4173	10	17
6825	10	35
7555	10	0
1033	10	10
15786	10	12
5584	10	5
2717	10	0
7809	10	14
10110	10	72
9804	10	1
13201	10	16
7624	10	1
3752	10	28
10891	10	1
11149	10	8
566	10	0
17668	10	28
10339	10	5
936	10	28
14201	10	100
18305	10	1
12630	10	1
16456	10	1
11931	10	0
11473	10	18
16354	10	9
21242	10	31
210	10	1
5754	10	16
4171	10	10
22406	10	0
12890	10	1
16065	10	1
7283	10	1
512	10	1
4065	10	0
10016	10	17
20830	10	1
7257	10	28
5540	10	102
263	10	1
8192	10	8
4076	10	0
11831	10	9
6776	10	1
5556	10	5
13429	10	0
2939	10	1
15286	10	1
9582	10	1
3852	10	1
15789	10	0
